361;52;0,49;11;1;19;T;0,7;715;49,95;4,21;44;13,01;2,64;1;114,81;98,16;0,16;42;0;0;0;0;0;0;0;0;0;0
596;361;0,36;6;1;13;T;0,42;1800;155,49;15,2;108,03;42,72;9,49;0;330,93;278,72;0,18;51,43;0;0;0;0;0;0;0;0;0;0
